"OBJECTID","ProjectID","CapproID","Department","Category","Name","Status","Manager","Phone","Email","BondAmount","District 1","District 2","District 3","District 4","District 5","District 6","District 7","District 8","District 9","District 10","District 11","District 12","District 13","District 14","City Wide","LastModDt","DsgnAwardC","DsgnCmpltC","CnstAwardC","CnstStartC","CnstCmpltC","District","Legend"
"360","25206","PB03W080","PBW","Street Reconstruction","Perryton Dr. Sidewalk Connection  Sidewalk Improvements","Under Award","Jacob McCarroll","214-948-4162",,,"false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 12 06:03:16 PM",,"08/23/2016",,,"07/01/2017","3","Public Works - Street"
"361","25207","PB06W079","PBW","Sidewalk Improvements","White Rock Creek Trail Access Paths and Sidewalk Conn. Sidewalk Impr","Under Award - Construction","Jacob McCarroll","214-948-4162",,"$0.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 12 06:03:16 PM",,"08/23/2016","05/25/2016",,"07/01/2017","11","Public Works - Other"
"362","25215","PBCUR030","PBW","Street Modifications and Bottlenecks","Peavy Road-Old Peavy Connection at Garland Road","Remaining to-be-awarded","LUIS MONTANO","214-948-4128",,,"false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Aug 12 05:44:46 PM",,,,,,"9","Public Works - Street"
"363","1756","PB03R704","TWM","Storm Drainage","Hawthorne - Bowser Area","Under Award - Design","David Phan","948-4682","david.phan@dallascityhall.com","$173,329.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","2016 Aug 31 02:48:12 PM","04/12/2006","09/16/2016","12/14/2016","01/09/2017","09/29/2017","14,Citywide","Trinity Watershed Management"
"364","1769","PB03R721","TWM","Storm Drainage","Shorecrest 3852","Under Award - Design","David Phan","948-4682","david.phan@dallascityhall.com","$56,276.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","2016 Aug 31 02:49:17 PM","04/12/2006","04/30/2015","12/14/2016","01/09/2017","04/28/2017","14,Citywide","Trinity Watershed Management"
"365","21765","PB06T809","PBW","Economic Development","Marsalis - Ann Arbor Shopping Center Development Support","Under Award - Construction",,,,"$3,700,000.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2015 Oct 05 10:48:17 AM",,,,,,"4","Public Works - Other"
"366","21766","PB06T815","OED","Economic Development","Skillman Development","Under Award - Construction",,,,"$4,677,282.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2015 Aug 17 10:07:25 AM",,,,,,"10","Economic Development"
"367","20038","PB06T515","TWM","Flood Management","McCree Branch - White Rock Trail Bridge","Under Award - Design","Tawnya Lane","214-948-4685","tawnya.lane@dallascityhall.com","$1,192,290.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Jan 05 07:22:26 PM","06/10/2009","03/31/2015","07/07/2015","08/24/2015","08/24/2016","10","Trinity Watershed Management"
"368","20544","PB06T541","TWM","Storm Drainage","West Dallas - Eagle Ford Sump Basin","Under Award - Design","David Phan","214-948-4682","david.phan@dallascityhall.com","$2,398,945.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","true","2016 Mar 09 11:09:31 AM","01/25/2012","04/30/2016","08/10/2016","08/31/2016","08/31/2017","3,Citywide","Trinity Watershed Management"
"369","20545","PB06T542","TWM","Storm Drainage","West Dallas - Westmoreland Hampton Sump Basin","Under Award - Construction","Tawnya Lane","214-948-4685","tawnya.lane@dallascityhall.com","$6,464,223.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","true","2016 Apr 11 05:24:50 PM","10/14/2009","10/30/2013","09/10/2014","02/17/2015","04/01/2016","3,Citywide","Trinity Watershed Management"
"370","19670","PB06U313","PBW","Street Reconstruction Local Streets","Frankford at Kelly","Under Award - Design","Dhiyaa Tohme","(214)948-4263",,"$218,247.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Aug 12 02:55:51 PM","08/25/2010","05/14/2016","11/28/2016","01/30/2017","02/20/2017","12","Public Works - Street"
"371","20592","PB06T543","TWM","Storm Drainage","Yewpon - Kingsley Area","Under Award - Design","David Garcia","(24) 948-4334","david.garcia@dallascityhall.com","$2,011,091.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2015 Nov 19 03:22:35 PM","09/14/2011","03/01/2016","08/10/2016","11/01/2016","11/30/2017","4","Trinity Watershed Management"
"372","20597","PB06T544","TWM","Storm Drainage","Zang to Illinois Drainage Relief System","Under Award - Design","David Garcia","(214) 948-4334","david.garcia@dallascityhall.com","$4,000,001.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","2016 Apr 07 09:27:03 AM","06/24/2009","07/31/2014","02/10/2016","05/31/2016","12/31/2017","1,Citywide","Trinity Watershed Management"
"373","20138","PB06T527","TWM","Storm Drainage","Peavy @ Galway - Fuller","Under Award - Design","David Garcia","214-948-4334",,"$204,208.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2015 Nov 19 03:19:47 PM","09/09/2009","09/20/2013","01/27/2016","04/01/2016","12/31/2016","9","Trinity Watershed Management"
"374","19334","PB06T497","TWM","Flood Management","Ash Creek - S Fork - Bridges @ Lakeland","Under Award - Design","David Garcia","214-948-4334",,"$4,309,482.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2015 Nov 19 03:12:36 PM","05/13/2009","10/31/2014","04/13/2016","06/01/2016","06/30/2017","7","Trinity Watershed Management"
"375","19285","PB06T452","TWM","Erosion Control","Beckley Club Branch @ 122 South Shore","On Hold","Vincent Lewis","(214) 948-4631",,"$142,946.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 11 09:28:27 AM","01/23/2008","12/30/2009",,,,"4","Trinity Watershed Management"
"376","19613","PB06T505","TWM","Flood Management","Elmwood Branch Bridge @ Franklin","Under Award - Construction","David Garcia","214-948-4334",,"$373,489.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Apr 11 04:31:53 PM","06/10/2009","05/20/2014","01/27/2016","04/01/2016","02/28/2017","1","Trinity Watershed Management"
"377","19902","PB06T507","TWM","Flood Management","Inland Port Area - Regional Detention","On Hold","Cornelio Rivera","214-948-4679","cornelio.rivera@dallascityhall.com","$2,708,309.00","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","2016 Apr 11 04:31:54 PM","06/25/2008",,,,,"8,Citywide","Trinity Watershed Management"
"378","19773","PB06T506","TWM","Flood Management","Glen Oaks 326","On Hold","Than Nguyen","214-948-4685",,"$193,998.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Apr 11 04:31:54 PM",,,,,,"4","Trinity Watershed Management"
"379","19335","PB06T517","TWM","Storm Drainage","Ash Creek Estates @ Meadow Way","Under Award - Design","David Garcia","214-948-4334",,"$416,583.00","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","2015 Nov 19 03:18:40 PM","09/09/2009","09/01/2014","01/27/2016","04/01/2016","12/31/2016","7","Trinity Watershed Management"
"380","20524","PB06U756","PBW","Streetscape / Urban Design","Walnut Hill @ Harry Hines","Under Award - Construction","Anshi JIn","214-948-4253","anshi.jin@dallascityhall.com","$499,999.00","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","2016 Aug 29 10:40:32 AM",,"04/30/2014","07/08/1914","10/15/2014","08/29/2016","6","Public Works - Street"
"381","20546","PB06U757","PBW","Streetscape / Urban Design","West End Plaza","On Hold","Haytham Hassan","(214) 948-4677","haytham.hassan@dallascityhall.com","$4,467,050.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Aug 29 02:11:39 PM",,,,,,"14","Public Works - Street"
"382","19959","PRK06676","PKR","Trail Development","Katy Trail  (McKinney-McCommas)","Remaining to-be-awarded","Leong Lim, P.E.","(214) 670-7753",,"$20,000.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2014 May 27 01:24:49 PM","11/30/2008","06/30/2009","05/31/2014","01/30/2010","12/31/2014","14","Park and Recreation"
"383","24974","TW12S700","TWM","Erosion Control","Abrams Road Bridge - hike & bike trail","Remaining to-be-awarded",,,,"$48,000.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 24 04:01:04 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/30/2017","10","Trinity Watershed Management"
"384","24975","TW12S701","TWM","Erosion Control","Anderson Bonner Park Site 1 - hike & bike trail (WRC 164)","Remaining to-be-awarded",,,,"$231,400.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Feb 23 12:09:06 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/30/2017","11","Trinity Watershed Management"
"385","24976","TW12S702","TWM","Erosion Control","Audelia 11601 (Audelia Branch - E. Bank downstream of Audelia Bridge)","Remaining to-be-awarded",,,,"$617,700.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 23 12:10:57 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/30/2017","10","Trinity Watershed Management"
"386","24977","TW12S703","TWM","Erosion Control","Bainbridge 2733","Under Award - Design","David Garcia",,,"$91,400.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 24 04:01:04 PM","02/10/2016","08/10/2016","12/10/2016","01/10/2017","09/30/2017","3","Trinity Watershed Management"
"387","24978","TW12S704","TWM","Erosion Control","Beechmont Dr. 2507","Under Award - Design","Jose Lopez",,,"$54,800.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 23 03:54:07 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/30/2017","9","Trinity Watershed Management"
"388","24979","TW12S705","TWM","Erosion Control","Blackstone 2709","Under Award - Design","David Garcia",,,"$114,300.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:54:00 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","3","Trinity Watershed Management"
"389","24980","TW12S706","TWM","Erosion Control","Blackstone 2729","Under Award - Design","David Garcia",,,"$91,400.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 29 09:22:30 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","3","Trinity Watershed Management"
"390","24981","TW12S707","TWM","Erosion Control","Blackstone 2745","Under Award - Design","David Garcia",,,"$220,500.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 24 04:01:04 PM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","3","Trinity Watershed Management"
"391","24982","TW12S708","TWM","Erosion Control","Blue Ridge 3721","Under Award - Design","Kim Dewailly",,,"$123,500.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:54:35 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","3","Trinity Watershed Management"
"392","24983","TW12S709","TWM","Erosion Control","Burninglog 13156","Remaining to-be-awarded",,,,"$68,600.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 23 11:44:12 AM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/30/2017","10","Trinity Watershed Management"
"393","24984","TW12S710","TWM","Erosion Control","Caracas 5810 and 5816  (Formerly Caracas 5410 and 5416)","Under Award - Design","David Garcia",,,"$171,400.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:54:51 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","3","Trinity Watershed Management"
"394","24985","TW12S711","TWM","Erosion Control","Cavender 445","Under Award - Design","Kim Dewailly",,,"$73,100.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:55:05 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","1","Trinity Watershed Management"
"395","24986","TW12S712","TWM","Erosion Control","Cedar Springs 5910","Under Award - Design","Kim Dewailly",,,"$185,100.00","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:55:27 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","2","Trinity Watershed Management"
"396","24987","TW12S713","TWM","Erosion Control","Church Road 9233","Under Award - Design","Lonnie Geiger",,,"$160,000.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 22 11:55:44 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","10","Trinity Watershed Management"
"397","24988","TW12S714","TWM","Erosion Control","Clarendon 3435","Under Award - Design","Kim Dewailly",,,"$111,200.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:56:00 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","1","Trinity Watershed Management"
"398","24989","TW12S715","TWM","Erosion Control","Clubhouse Circle 6523 and 6527","Under Award - Design","Fikre Abraha",,,"$114,300.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Feb 23 03:54:29 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/30/2017","11","Trinity Watershed Management"
"399","24990","TW12S716","TWM","Erosion Control","Colorado (W) 705","Under Award - Design","Kim Dewailly",,,"$77,700.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:56:17 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","1","Trinity Watershed Management"
"400","24991","TW12S717","TWM","Erosion Control","Country Brook Pond between Park Grove Ln and Quail Hollow Rd","Under Award - Design","Fikre Abraha",,,"$40,000.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Feb 23 04:15:42 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/30/2017","12","Trinity Watershed Management"
"401","24992","TW12S718","TWM","Erosion Control","Deep Hill Circle 2671, 2675, 2679, 2683","Under Award - Design","Tawnya Lane",,,"$553,500.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 23 03:55:27 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/30/2017","3","Trinity Watershed Management"
"402","24993","TW12S719","TWM","Erosion Control","Dixon Branch at Easton Road","Under Award - Design","Lonnie Geiger",,,"$182,800.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 22 11:56:40 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","9","Trinity Watershed Management"
"403","24994","TW12S720","TWM","Erosion Control","Fair Oaks Crossing 8201","Under Award - Design","Fikre Abraha",,,"$114,300.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Aug 31 03:18:00 PM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/30/2017","10","Trinity Watershed Management"
"404","24995","TW12S721","TWM","Erosion Control","Fair Oaks Crossing 8849","Under Award - Design","David Phan",,,"$285,600.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Aug 31 03:18:00 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","10","Trinity Watershed Management"
"405","24996","TW12S722","TWM","Erosion Control","Five Mile Pkwy W. 922","Under Award - Design","Tawnya Lane",,,"$222,400.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 23 03:56:50 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","4","Trinity Watershed Management"
"406","24997","TW12S723","TWM","Erosion Control","Glen Oaks 816","Remaining to-be-awarded","David Phan",,,"$137,100.00","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 31 03:20:14 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","4","Trinity Watershed Management"
"407","24998","TW12S724","TWM","Erosion Control","Glendale Park Site 1 - Pavilion","Under Award - Design","Kamal Mustafa",,,"$68,600.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 May 09 04:08:07 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","3","Trinity Watershed Management"
"408","24999","TW12S725","TWM","Erosion Control","Glendale Park Site 3 - S. of footbridge","Under Award - Design","Kamal Mustafa",,,"$34,300.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 May 09 04:07:52 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","3","Trinity Watershed Management"
"409","25000","TW12S726","TWM","Erosion Control","Glendale Park Site 4 - N. of footbridge","Under Award - Design","Kamal Mustafa",,,"$34,300.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Aug 31 03:18:00 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","3","Trinity Watershed Management"
"410","25001","TW12S727","TWM","Erosion Control","Green Oaks Circle 9032","Remaining to-be-awarded",,,,"$137,100.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 23 11:52:59 AM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","10","Trinity Watershed Management"
"411","25002","TW12S728","TWM","Erosion Control","Greenville Avenue 9320/Vista View 8915","Remaining to-be-awarded","David Phan",,,"$197,700.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Aug 31 03:19:01 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","10","Trinity Watershed Management"
"412","25003","TW12S729","TWM","Erosion Control","Hampton Road (S) 3817","Under Award - Design","David Garcia",,,"$228,500.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:57:20 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","3","Trinity Watershed Management"
"413","25004","TW12S730","TWM","Erosion Control","Harry Moss Park Site 1 - S. of pedestrian bridge","Remaining to-be-awarded",,,,"$68,600.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 23 11:57:28 AM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","10","Trinity Watershed Management"
"414","25005","TW12S731","TWM","Erosion Control","Healey 2116 and Kingsman 9869","Under Award - Design","Jose Lopez",,,"$137,100.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 29 09:21:42 AM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","9","Trinity Watershed Management"
"415","25006","TW12S732","TWM","Erosion Control","Kalani 6323","Remaining to-be-awarded","David Phan",,,"$79,100.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 31 03:18:00 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","11","Trinity Watershed Management"
"416","25007","TW12S733","TWM","Erosion Control","Kiesthill Drive 3431","Under Award - Design","Kim Dewailly",,,"$222,400.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 22 11:57:43 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","3","Trinity Watershed Management"
"417","25008","TW12S735","TWM","Erosion Control","Kiltartan 1511","Under Award - Design","Jose Lopez",,,"$177,900.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 May 11 11:08:29 AM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","9","Trinity Watershed Management"
"418","25009","TW12S734","TWM","Erosion Control","Kildare 4927","Under Award - Design","Tawnya Lane",,,"$85,700.00","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 29 09:21:42 AM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","3","Trinity Watershed Management"
"419","25010","TW12S736","TWM","Erosion Control","Kiowa Parkway Hike and Bike Trail","Remaining to-be-awarded",,,,"$82,300.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Feb 23 12:13:13 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","11","Trinity Watershed Management"
"420","25011","TW12S737","TWM","Erosion Control","Lanett Circle N. 10741","Under Award - Design","Lonnie Geiger",,,"$142,800.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 22 11:58:07 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","10","Trinity Watershed Management"
"421","25012","TW12S738","TWM","Erosion Control","Langdale Circle 8668 and 8656","Under Award - Design","Lonnie Geiger",,,"$285,600.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 22 11:58:24 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","10","Trinity Watershed Management"
"422","25013","TW12S739","TWM","Erosion Control","Lyre Lane 6909 and Chantilly Court 6916","Under Award - Design","Jose Lopez",,,"$68,600.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 23 03:58:12 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","9","Trinity Watershed Management"
"423","25014","TW12S740","TWM","Erosion Control","Martin Weiss Park Site 1 - Pavilion","Remaining to-be-awarded",,,,"$68,600.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 23 12:15:01 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","1","Trinity Watershed Management"
"424","25015","TW12S741","TWM","Erosion Control","Martin Weiss Park Site 3 - Pedestrian Bridge","Remaining to-be-awarded",,,,"$34,900.00","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","2016 Feb 23 12:16:25 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","1","Trinity Watershed Management"
"425","25016","TW12S742","TWM","Erosion Control","Mercedes 6607, 6615, 6621","Under Award - Design","Lonnie Geiger",,,"$114,300.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 22 11:58:42 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","9","Trinity Watershed Management"
"426","25017","TW12S743","TWM","Erosion Control","Pagewood 10553","Remaining to-be-awarded","David Phan",,,"$29,700.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Aug 31 03:19:38 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","11","Trinity Watershed Management"
"427","25018","TW12S744","TWM","Erosion Control","Rocky Branch @ Middle Downs Sites 1, 2, 3, 4","Under Award - Design","David Phan",,,"$666,300.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Aug 31 03:18:00 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","10","Trinity Watershed Management"
"428","25019","TW12S745","TWM","Erosion Control","Rosemont Rd. 7322","Under Award - Design","Tawnya Lane",,,"$114,300.00","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","2016 Feb 23 03:59:00 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","5","Trinity Watershed Management"
"429","25020","TW12S746","TWM","Erosion Control","Royal Lane 7832 and 7920","Under Award - Design","Tawnya Lane",,,"$493,600.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Feb 22 11:59:20 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","11","Trinity Watershed Management"
"430","25021","TW12S747","TWM","Erosion Control","Royal Lane 9750 (Jackson Branch - E. Bank downstream of Royal Bridge)","Under Award - Design","Fikre Abraha",,,"$259,400.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 22 11:59:37 AM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","10","Trinity Watershed Management"
"431","25022","TW12S748","TWM","Erosion Control","Skillman 7920 (Jackson Branch - E. Bank downstream of Skillman Br)","Under Award - Design","Fikre Abrah",,,"$518,900.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 22 12:00:03 PM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","10","Trinity Watershed Management"
"432","25023","TW12S749","TWM","Erosion Control","Skillman 8109","Remaining to-be-awarded",,,,"$163,400.00","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","2016 Feb 23 01:15:16 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","10","Trinity Watershed Management"
"433","25024","TW12S750","TWM","Erosion Control","Sperry St. 3220","Under Award - Design","Jose Lopez",,,"$84,000.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 23 03:59:23 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","9","Trinity Watershed Management"
"434","25025","TW12S751","TWM","Erosion Control","Spring Grove 13316","Under Award - Design","Fikre Abraha",,,"$74,000.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Feb 23 03:59:37 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","11","Trinity Watershed Management"
"435","25026","TW12S752","TWM","Erosion Control","Spring Valley 8444","Under Award - Design","Fikre Abraha",,,"$297,100.00","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","2016 Feb 22 12:00:19 PM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","11","Trinity Watershed Management"
"436","25027","TW12S753","TWM","Erosion Control","Springwater 9204, 9210, 9216","Under Award - Design","Jose Lopez",,,"$297,100.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 23 04:00:14 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","9","Trinity Watershed Management"
"437","25028","TW12S754","TWM","Erosion Control","Squaw Valley 17628","Under Award - Design","Fikre Abraha",,,"$91,400.00","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","2016 Feb 23 04:00:32 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","12","Trinity Watershed Management"
"438","25029","TW12S755","TWM","Erosion Control","Summer Creek Circle 6121, 6123, 6125,6127,6139,6141","Under Award - Design","Tawnya Lane",,,"$434,200.00","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","2016 Feb 22 12:00:40 PM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","13","Trinity Watershed Management"
"439","25030","TW12S757","TWM","Erosion Control","Tamarack 1745, 1739, 1751","Under Award - Design","David Garcia","214-948-4334",,"$308,500.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 23 03:23:59 PM","01/08/2014","12/31/2015","05/25/2016","06/01/2016","01/31/2017","9","Trinity Watershed Management"
"440","25031","TW12S756","TWM","Erosion Control","Sunland Street 11825","Under Award - Design","Lonnie Geiger",,,"$45,700.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 22 12:00:59 PM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","9","Trinity Watershed Management"
"441","25032","TW12S758","TWM","Erosion Control","Tranquilla Dr. 1251","Under Award - Design","Lonnie Geiger",,,"$109,700.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 22 12:01:16 PM","02/10/2016","08/10/2016","12/14/2016","01/14/2017","09/29/2017","9","Trinity Watershed Management"
"442","25033","TW12S759","TWM","Erosion Control","Turtle Creek Greenbelt Site 1 - bike trail","Remaining to-be-awarded","Kamal Mustafa",,,"$222,800.00","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","2016 Feb 23 01:51:52 PM","04/27/2016","12/06/2016","02/22/2017","04/24/2017","09/29/2017","14","Trinity Watershed Management"
"443","25034","TW12S760","TWM","Erosion Control","Twin Creek 9726","Under Award - Design","Jose Lopez",,,"$123,500.00","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","2016 Feb 23 04:00:55 PM","03/23/2016","11/08/2016","01/25/2017","03/27/2017","09/29/2017","9","Trinity Watershed Management"
