OBJECTID,ProjectNum,ProjectID,Name,Description,ProgramYr,Program,Category,Status,Department,Manager,Phone,Email,BondAmount,DsgnAwardA,DsgnAwardE,DsgnCmpltA,DsgnCmpltE,CnstAwardA,CnstAwardE,CnstStartA,CnstStartE,CnstCmpltA,CnstCmpltE,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10,CD11,CD12,CD13,CD14,CDCW,LastModDt,DsgnAwardC,DsgnCmpltC,CnstAwardC,CnstStartC,CnstCmpltC,District,OrigBudgeAmt,CurrentBudget,AmountPaid,CurrentCommit,DistrictCurrent,Shape__Length
102080,1019893,PB24Y120,2100-2200 Toluca Ave,Project Group 24-4002,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Hani Jaser,2149484124,hani.jaser@dallas.gov,932039,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,04,932039,0,0,0,4,687.456333639839
102081,1019978,SD24YC31,White Rock Creek Floodplain Management Study Update,"Floodplain Management study of Reinhart Branch to determine potential capital projects to address flooding, drainage, and erosion.",2024,Flood Protection and Storm Drainage,Flood Management,Remaining To Be Awarded,,,,,1035000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,,,,99,1035000,0,0,0,Citywide,153668.065688397
102082,1019979,SD24YC32,10101 Royal Highlands Drainage Improvements,Installation of storm sewer and inlets to provide drainage relief to 10101 Royal Highlands.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,115000,,2027/01/26 06:00:00+00,,2028/09/29 05:00:00+00,,2029/03/28 05:00:00+00,,2029/05/28 05:00:00+00,,2030/11/19 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/12/13 06:00:00+00,2027/01/26 06:00:00+00,2028/09/29 05:00:00+00,2029/03/28 05:00:00+00,2029/05/28 05:00:00+00,2030/11/19 06:00:00+00,10,115000,0,0,0,10,108.072946593165
102083,1019981,SD24YC34,5827 Bluffman Storm Drainage Relief,"Storm drainage relief at 5827 Bluffman. Analysis, Design, and construction. Current system approx. 5-yr.",2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,402500,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,2028/11/08 06:00:00+00,,2029/01/08 06:00:00+00,,2030/07/02 05:00:00+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,2028/11/08 06:00:00+00,2029/01/08 06:00:00+00,2030/07/02 05:00:00+00,08,402500,0,0,0,8,383.167469409374
102084,1019983,SD24YC36,9728 Springtree Storm Drainage Relief,"Design & Const. Alley drainage bypassing and flooding property a 9728 Springtree. Propose 21"" RCP and inlet to capture runoff.",2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,471500,,2027/01/26 06:00:00+00,,2028/09/29 05:00:00+00,,2029/03/28 05:00:00+00,,2029/05/28 05:00:00+00,,2030/11/19 06:00:00+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024/12/13 06:00:00+00,2027/01/26 06:00:00+00,2028/09/29 05:00:00+00,2029/03/28 05:00:00+00,2029/05/28 05:00:00+00,2030/11/19 06:00:00+00,10,471500,0,0,0,10,608.327532416301
102085,1019984,SD24YC37,Atlanta St. - South Blvd. to MLK Jr. Blvd.,"Design & Const. of repairs to existing storm sewer system. Install approx. four 14' inlets, 500 LF of 36"" RCP, 60 LF of 24"" RCP storm laterals on Atlanta St. from MLK Jr. Blvd. to South Blvd.",2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,575000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,2028/03/22 05:00:00+00,,2028/05/22 05:00:00+00,,2029/11/13 06:00:00+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,2028/03/22 05:00:00+00,2028/05/22 05:00:00+00,2029/11/13 06:00:00+00,07,575000,0,0,0,7,438.286680424815
102086,1019985,SD24YC38,Bruton Terrace Est. Storm Drainage Relief,Upsize drainage outfall pipes for the Bruton Terrace Est at the intersections of Riverway and Palisade and Riverway and Seaway.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,575000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,2028/03/22 05:00:00+00,,2028/05/22 05:00:00+00,,2029/11/13 06:00:00+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,2028/03/22 05:00:00+00,2028/05/22 05:00:00+00,2029/11/13 06:00:00+00,05,575000,0,0,0,5,552.179606886784
102087,1019986,SD24YC39,Calm Meadow Drainage Rehabilitation,Design & Construction - Uncontrolled drainage of private pond due to slipped joints in existing public drainage system. Remove & replace existing public system in private pond.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,310500,,2027/01/26 06:00:00+00,,2028/09/29 05:00:00+00,,2029/03/28 05:00:00+00,,2029/05/28 05:00:00+00,,2030/11/19 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024/12/13 06:00:00+00,2027/01/26 06:00:00+00,2028/09/29 05:00:00+00,2029/03/28 05:00:00+00,2029/05/28 05:00:00+00,2030/11/19 06:00:00+00,12,310500,0,0,0,12,350.9644804891
102088,1019987,SD24YC40,Cresthaven/Culcourt St Storm Drainage Relief,Design and const. of a storm sewer conveyance system along Cresthaven and Culcourt to prevent runoff from flooding properties along Culcourt.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,1173000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,2028/11/08 06:00:00+00,,2029/01/08 06:00:00+00,,2030/07/02 05:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,2028/11/08 06:00:00+00,2029/01/08 06:00:00+00,2030/07/02 05:00:00+00,06,1173000,0,0,0,6,936.668257855429
102089,1019988,SD24YC42,East Peaks Upper/Middle Basin Relief System,Continuation of the MCPBST Drainage Relief Tunnel for the East Peaks Upper and Middle basins. Engineering of proposed trunk line as outlined in the 2018 East Peaks Master Drainage Plan.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,9200000,,2026/01/28 06:00:00+00,,2030/04/01 05:00:00+00,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2030/04/01 05:00:00+00,,,,99,9200000,0,0,0,Citywide,20967.4006002148
102090,1019993,SD24YC47,Hymie Circle 10105-10109,Design & Const. - No system on improved street. Current street and gutters no longer have adequate slopes to convey runoff. Add system at the cul-de-sac of Hymie Circle to Masters Road.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,408250,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,2028/03/22 05:00:00+00,,2028/05/22 05:00:00+00,,2029/11/13 06:00:00+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,2028/03/22 05:00:00+00,2028/05/22 05:00:00+00,2029/11/13 06:00:00+00,05,408250,0,0,0,5,506.53078968539
102091,1019994,SD24YC48,Mill Creek Drainage Relief System - Phase III,"Engineering for remainder of creek area ROW, creek restoration, upper basin relief systems, and re-routing of existing system trunk lines that are on private property or crossing mid-block - completes full relief for Mill Creek.",2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,10800000,,2026/01/28 06:00:00+00,,2030/04/01 05:00:00+00,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2030/04/01 05:00:00+00,,,,99,10800000,0,0,0,Citywide,15022.6573635541
102092,1019995,SD24YC49,Royal Spring 10510 Storm Drainage Relief,Design & construction of drainage relief system at the intersection of Rosser Road and Royal Springs to prevent runoff bypassing ditches and potentially flooding 10510 Royal Springs.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,123575,,2027/01/26 06:00:00+00,,2028/09/29 05:00:00+00,,2029/03/28 05:00:00+00,,2029/05/28 05:00:00+00,,2030/11/19 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/12/13 06:00:00+00,2027/01/26 06:00:00+00,2028/09/29 05:00:00+00,2029/03/28 05:00:00+00,2029/05/28 05:00:00+00,2030/11/19 06:00:00+00,13,123575,0,0,0,13,397.18591528721
102093,1019996,SD24YC50,Sanford Ave Relief System (Little Forest Hill) Phase 2,Continuation of the Sanford Ave Relief System project. 100-year drainage improvements from Sanford Ave from Daytonian to Tavaros @ Forest Hills Blvd.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,2300000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,2028/03/22 05:00:00+00,,2028/05/22 05:00:00+00,,2029/11/13 06:00:00+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,2028/03/22 05:00:00+00,2028/05/22 05:00:00+00,2029/11/13 06:00:00+00,09,2300000,0,0,0,9,1771.07846006825
102094,1019998,SD24YC52,Spring Grove 13300 Block,Upgrade drainage system in the area of 13330 Spring Grove Ave to provide flooding relief during the 100-year. Refer to the 2021 AZB Report.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,1725000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,2028/03/22 05:00:00+00,,2028/05/22 05:00:00+00,,2029/11/13 06:00:00+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,2028/03/22 05:00:00+00,2028/05/22 05:00:00+00,2029/11/13 06:00:00+00,11,1725000,0,0,0,11,320.274892448243
102095,1019999,SD24YC53,Weeburn 3677 Storm Drainage Relief,Stormwater runoff bypassing alley and flooding home. Install 10-foot storm inlet and lateral to main system.,2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,172500,,2027/01/26 06:00:00+00,,2028/09/29 05:00:00+00,,2029/03/28 05:00:00+00,,2029/05/28 05:00:00+00,,2030/11/19 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/12/13 06:00:00+00,2027/01/26 06:00:00+00,2028/09/29 05:00:00+00,2029/03/28 05:00:00+00,2029/05/28 05:00:00+00,2030/11/19 06:00:00+00,13,172500,0,0,0,13,88.0535915544827
102096,1020001,SD24YC55,Whitehall 3870 Storm Drainage Relief,"Remove and replace existing 24"" RCP to new 30 RCP (150 linear feet). Install 10-foot storm inlet to a 21â€ RCP lateral (100 ft to connect to new 30â€ RCP).",2024,Flood Protection and Storm Drainage,Storm Drainage,Remaining To Be Awarded,,,,,161000,,2027/01/26 06:00:00+00,,2028/09/29 05:00:00+00,,2029/03/28 05:00:00+00,,2029/05/28 05:00:00+00,,2030/11/19 06:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024/12/13 06:00:00+00,2027/01/26 06:00:00+00,2028/09/29 05:00:00+00,2029/03/28 05:00:00+00,2029/05/28 05:00:00+00,2030/11/19 06:00:00+00,13,161000,0,0,0,13,144.7484986792
102097,1020019,SD24YC17,"Springhill Dr 2302, 2310, 2314, & 2320","S Fork of Ash Creek - Private - Type 1 - 2302 dist: 45', depth: 12', 100'; 2310 dist: 35', depth: 15', 75'; 2314 dist: 45', depth: 15', 100'; 2320 dist: 15', depth: 26', 112'.",2024,Flood Protection and Storm Drainage,Erosion Control,Remaining To Be Awarded,,,,,1557675,,2025/06/25 05:00:00+00,,2027/02/25 06:00:00+00,,2027/08/25 05:00:00+00,,2027/10/25 05:00:00+00,,2029/04/17 05:00:00+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2025/06/25 05:00:00+00,2027/02/25 06:00:00+00,2027/08/25 05:00:00+00,2027/10/25 05:00:00+00,2029/04/17 05:00:00+00,02,1557675,233651,0,0,2,250.463721199297
102098,1020021,SD24YC20,Woody Branch Erosion Control- Glen Oaks & Hunters View Grp 6,"Woody Branch - Private, Type I/II. Design of erosion control measures to protect the homes of Glen Oaks Blvd and Hunter View Ln.",2024,Flood Protection and Storm Drainage,Erosion Control,Remaining To Be Awarded,,,,,1292025,,2025/06/25 05:00:00+00,,2027/02/25 06:00:00+00,,2027/08/25 05:00:00+00,,2027/10/25 05:00:00+00,,2029/04/17 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2025/06/25 05:00:00+00,2027/02/25 06:00:00+00,2027/08/25 05:00:00+00,2027/10/25 05:00:00+00,2029/04/17 05:00:00+00,04,1292025,193803,0,0,4,537.381795853298
102099,1020022,SD24YC19,Woody Branch Erosion Control- Glen Oaks & Hunters View Grp 2,"Woody Branch - Private, Type I/II. Design of erosion control measures to protect the homes of Glen Oaks Blvd and Hunter View Ln.",2024,Flood Protection and Storm Drainage,Erosion Control,Remaining To Be Awarded,,,,,790725,,2025/06/25 05:00:00+00,,2027/02/25 06:00:00+00,,2027/08/25 05:00:00+00,,2027/10/25 05:00:00+00,,2029/04/17 05:00:00+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2025/06/25 05:00:00+00,2027/02/25 06:00:00+00,2027/08/25 05:00:00+00,2027/10/25 05:00:00+00,2029/04/17 05:00:00+00,04,790725,118438,0,0,4,238.904414819573
102100,1020024,SD24YC22,Coombs Creek Flood Management Study Update,"Update of 1983 Coombs Creek FMS & 2021 Kidd Springs Tunnel TM. Update H&H if needed. Identify new projects, including the evaluation of naturalistic and holistic streambank stabilization and protection, for Coombs Creek and Kidds Springs.",2024,Flood Protection and Storm Drainage,Flood Management,Remaining To Be Awarded,,,,,552000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,,,,01,552000,0,0,0,1,34293.5840731079
102101,1020025,SD24YC23,Hickory Creek Floodplain Management Study,Comprehensive floodplain management study with updated flood mapping and recommendations for improvements.,2024,Flood Protection and Storm Drainage,Flood Management,Remaining To Be Awarded,,,,,253000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,,,,08,253000,0,0,0,8,20220.4081812449
102102,1020029,SD24YC27,North Davillia Dr Estates Channel Repair (3755 Clover Lane),Design & Const of remediations to the concreted lined channel of the North Davillia Drive Estates from Mixon to Marsh.,2024,Flood Protection and Storm Drainage,Flood Management,Remaining To Be Awarded,,,,,529000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,2028/03/22 05:00:00+00,,2028/05/22 05:00:00+00,,2029/11/13 06:00:00+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,2028/03/22 05:00:00+00,2028/05/22 05:00:00+00,2029/11/13 06:00:00+00,06,529000,0,0,0,6,2022.44368718263
102103,1020031,SD24YC29,Pruitt Branch @ C F Hawn,Analysis & Design. Construction will be a future project contingent on agreement/cooperation with TxDOT.  Upsize culvert crossing of C F Hawn US 175 to prevent overtopping as shown by CTP FY19.,2024,Flood Protection and Storm Drainage,Flood Management,Remaining To Be Awarded,,,,,575000,,2027/01/26 06:00:00+00,,2028/09/29 05:00:00+00,,2029/03/28 05:00:00+00,,2029/05/28 05:00:00+00,,2030/11/19 06:00:00+00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2024/12/13 06:00:00+00,2027/01/26 06:00:00+00,2028/09/29 05:00:00+00,2029/03/28 05:00:00+00,2029/05/28 05:00:00+00,2030/11/19 06:00:00+00,"05,08",575000,0,0,0,"5,8",323.576543211858
102104,1020032,SD24YC30,Reinhart Branch Flood Management Study Update,"Floodplain Management study of Reinhart Branch to determine potential capital projects to address flooding, drainage, and erosion.",2024,Flood Protection and Storm Drainage,Flood Management,Remaining To Be Awarded,,,,,230000,,2026/01/28 06:00:00+00,,2027/09/30 05:00:00+00,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024/12/13 06:00:00+00,2026/01/28 06:00:00+00,2027/09/30 05:00:00+00,,,,09,230000,0,0,0,9,14646.2876807667
102105,1020072,PB24Y122,2400-2700 Birmingham Ave,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Getachew Gulti,,getachew.gulti@dallas.gov,3151270,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,07,3151270,467965,0,0,7,2016.84257803932
102106,1020073,PB24Y121,2400 Merlin St,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,701780,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,07,701780,104215,0,0,7,449.42590669273
102107,1020074,PB24Y123,2700 Fernwood Ave,Project Group 24-4002,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Hani Jaser,2149484124,hani.jaser@dallas.gov,857487,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,04,857487,0,0,0,4,633.329805345553
102108,1020075,PB24Y124,2900-3000 Dothan Ln,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,2496172,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,06,2496172,0,0,0,6,1472.8416904116
102109,1020076,PB24Y125,3000 Storey Ln,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,1079614,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,06,1079614,160323,0,0,6,940.141111990247
102110,1020077,PB24Y126,3000-3300 Newcastle Dr,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,4651238,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,06,4651238,0,0,0,6,3432.00470329514
102111,1020078,PB24Y127,3100 Flowerdale Ln,Part of Street Reconstruction Group 24-1311. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Abel Mulenga,,Abel.mulenga@dallas.gov,1522335,,2025/09/24 05:00:00+00,,2027/06/02 05:00:00+00,,2027/10/13 05:00:00+00,,2028/02/22 06:00:00+00,,2029/08/15 05:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/31 06:00:00+00,2025/09/24 05:00:00+00,2027/06/02 05:00:00+00,2027/10/13 05:00:00+00,2028/02/22 06:00:00+00,2029/08/15 05:00:00+00,13,1522335,226067,0,0,13,898.982436398049
102112,1020079,PB24Y128,3100 Whirlaway Rd,Part of Street Reconstruction Group 24-1311. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Abel Mulenga,,Abel.mulenga@dallas.gov,1332643,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/16 06:00:00+00,,,,,,13,1332643,197899,0,0,13,984.741428023317
102113,1020080,PB24Y129,3300 S Ewing Ave,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,746346,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,04,746346,110832,0,0,4,550.506653873258
102114,1020081,PB24Y130,3500 Poquita Dr,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,599564,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,06,599564,89035,0,0,6,440.925975936957
102115,1020082,PB24Y131,3500-3600 Espanola Dr,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,2054294,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,06,2054294,305063,0,0,6,1515.39590928804
102116,1020083,PB24Y132,3600 Dorothy Ave,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,529350,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/10 06:00:00+00,,,,,,13,529350,0,0,0,13,391.597391980919
102117,1020084,PB24Y133,500 Longbranch Ln,Part of Project Group 24-8003.,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,885270,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,08,885270,131463,0,0,8,471.972201019404
102118,1020085,PB24Y134,5400 Parry Ave,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,875368,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,02,875368,0,0,0,2,600.200684009889
102119,1020086,PB24Y135,5700-5800 Hudson St,,2024,Street and Transportation,Street Resurfacing - Local Streets,,,,,,200370,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/08/21 05:00:00+00,,,,,,14,200370,0,0,0,14,500.336378577595
102120,1020087,PB24Y136,600 Harter Rd,"Part of Project Group 24-9002; 600 Harter Rd",2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Curran Stokes,,curran.stokes@dallas.gov,1380450,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,09,1380450,207068,0,0,9,1019.26670728973
102121,1020088,PB24Y137,6000 Milton St,"Part of Project Group 24-9002; 6000 Milton St",2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Curran Stokes,,curran.stokes@dallas.gov,1941311,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025/01/16 06:00:00+00,,,,,,09,1941311,291197,0,0,9,929.608117116015
102122,1020089,PB24Y138,6500 Forest Creek Dr,Part of Street Reconstruction Group 24-1311. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,677296,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/11/18 06:00:00+00,,,,,,11,677296,101595,0,0,11,499.119009736298
102123,1020090,PB24Y139,7100 Elliott Dr,Part of Project Group 24-8003.,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,1350466,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,07,1350466,202570,0,0,7,996.519256922943
102124,1020091,PB24Y140,7200 Gayglen Dr,Part of Project Group 24-8003.,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,754599,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,08,754599,113190,0,0,8,557.401674253968
102125,1020092,PB24Y141,7800 Mattison St,Part of Project Group 24-8003.,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Rebecca Carr,214-948-4570,rebecca.carr@dallas.gov,1175777,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025/01/21 06:00:00+00,,,,,,05,1175777,176367,0,0,5,867.793759879669
102126,1020093,PB24Y142,7900 Greenhollow Ln,Part of Street Reconstruction Group 24-1311. This project consists of  the reconstruction of 26-feet concrete pavement.  ,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,Abel Mulenga,,Abel.mulenga@dallas.gov,1052533,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/11/18 06:00:00+00,,,,,,11,1052533,157880,0,0,11,776.582410270866
102127,1020094,PB24Y143,8900-9000 Turtle Creek Blvd,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,953772,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025/01/14 06:00:00+00,,,,,,13,953772,143066,0,0,13,703.269761155193
102128,1020095,PB24Y144,900-1000 Lausanne Ave,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,730115,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025/01/14 06:00:00+00,,,,,,01,730115,98566,0,0,1,636.883632924292
102129,1020096,PB24Y145,Peyton Drive from Meandering Way to Spring Valley Road,,2024,Street and Transportation,Street Reconstruction - Local Streets,Remaining To Be Awarded,,,,,3404239,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025/01/14 06:00:00+00,,,,,,11,3404239,510636,0,0,11,2973.12303104654
102130,1020097,PB24Y146,100 S Pearl Expy,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,214583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024/10/06 05:00:00+00,,,,,,14,214583,214583,0,0,14,279.403605029423
102131,1020098,PB24Y147,1100-1400 E Kiest Blvd,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,2394127,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,04,2394127,0,0,0,4,5000.81148630869
102132,1020099,PB24Y148,1100-2300 W Illinois Ave (District 1),,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,2482083,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,01,2482083,0,0,0,1,5202.84212773227
102133,1020100,PB24Y149,1100-2300 W Illinois Ave (District 4),,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,2488510,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024/08/21 05:00:00+00,,,,,,04,2488510,0,0,0,4,5198.41348602005
102134,1020101,PB24Y150,13500-14000 Coit Rd,,2024,Street and Transportation,Street Resurfacing - Arterials,,,,,,2634533,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024/08/21 05:00:00+00,,,,,,11,2634533,0,0,0,11,5024.28770354678
